,bias,sentiment,pos,PosScore,NegScore,Gloss,c2
117117,"[5, 2]","[2, 0, 0, 1, 4]",n,0.0,0.0,(Greek mythology) a nymph who was spurned by Narcissus and pined away until only her voice remained,echo
65001,"[2, 0]","[0, 0, 0, 1, 1]",n,0.0,0.0,a vessel (usually cylindrical) with a wide mouth and without handles,jar
98653,"[2, 0]","[0, 0, 0, 1, 1]",n,0.0,0.125,"a sudden jarring impact; ""the door closed with a jolt""; ""all the jars and jolts were smoothed out by the shock absorbers""",jar
117731,"[0, 9]","[8, 0, 0, 0, 1]",n,0.0,0.0,"(ethnic slur) extremely offensive name for a Black person; ""only a Black can call another Black a nigga""",nigger
70920,"[17, 0]","[1, 0, 2, 14, 0]",n,0.0,0.0,a machine that simulates an environment for the purpose of training or research,simulator
84933,"[4, 0]","[0, 0, 0, 1, 3]",n,0.25,0.0,grasping the inner nature of things intuitively,insight
84949,"[4, 0]","[0, 0, 0, 1, 3]",n,0.125,0.0,clear or deep perception of a situation,insight
85820,"[4, 0]","[0, 0, 0, 1, 3]",n,0.0,0.0,the clear (and often sudden) understanding of a complex situation,insight
100349,"[4, 0]","[0, 0, 0, 1, 3]",n,0.25,0.25,a feeling of understanding,insight
120825,"[3, 1]","[2, 0, 1, 1, 0]",n,0.0,0.0,a craftsman who makes or repairs wooden barrels or tubs,cooper
69080,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,tavern consisting of a building with a bar and public rooms; often provides light meals,pub
87246,"[4, 0]","[0, 0, 1, 2, 1]",n,0.0,0.0,the ultimate goal for which something is done,destination
93572,"[4, 0]","[0, 0, 1, 2, 1]",n,0.0,0.0,written directions for finding some location; written on letters or packages that are to be delivered to that location,destination
109462,"[4, 0]","[0, 0, 1, 2, 1]",n,0.0,0.0,"the place designated as the end (as of a race or journey); ""a crowd assembled at the finish""; ""he was nearly exhausted as their destination came into view""",destination
19565,"[7, 0]","[0, 0, 0, 1, 6]",a,0.625,0.0,imparting a divine influence on the mind and soul,inspirational
33956,"[5, 2]","[4, 0, 0, 1, 2]",n,0.0,0.0,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal,soccer
87349,"[0, 1]","[1, 0, 0, 0, 0]",n,0.125,0.0,an economic theory advocating free competition and a self-regulating market,liberalism
88674,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a political orientation that favors social progress by reform and by changing laws rather than by revolution,liberalism
36704,"[1, 17]","[10, 0, 0, 1, 7]",n,0.0,0.0,the movement aimed at equal rights for women,feminism
87141,"[1, 17]","[10, 0, 0, 1, 7]",n,0.0,0.0,a doctrine that advocates equal rights for women,feminism
117703,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a member of the prehistoric people who spoke Proto-Indo European,aryan
117704,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,(according to Nazi doctrine) a Caucasian person of Nordic descent (and not a Jew),aryan
121322,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a person appointed to represent or act on behalf of others,surrogate
86009,"[6, 3]","[3, 0, 1, 2, 3]",n,0.375,0.0,"anything that tends to arouse; ""his approval was an added fillip""",bonus
33198,"[12, 0]","[1, 1, 0, 5, 5]",n,0.0,0.0,"the act of coming together again; ""monetary unification precipitated the reunification of the German state in October 1990""",reunion
108789,"[12, 0]","[1, 1, 0, 5, 5]",n,0.0,0.0,a party of former associates who have come together again,reunion
64260,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,"the edge of a piece of cloth; especially the finished edge that has been doubled under and stitched down; ""the hem of her dress was stained""; ""let down the hem""; ""he stitched weights into the curtain's hem""; ""it seeped along the hem of his jacket""",hem
96696,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,"the utterance of a sound similar to clearing the throat; intended to get attention, express hesitancy, fill a pause, hide embarrassment, warn a friend, etc.",hem
31984,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"gradual improvement or growth or development; ""advancement of knowledge""; ""great progress in the arts""",advancement
32295,"[0, 1]","[1, 0, 0, 0, 0]",n,0.125,0.0,the act of moving forward (as toward a goal),advancement
97858,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,encouragement of the progress or growth or acceptance of something,advancement
109219,"[8, 0]","[3, 0, 0, 0, 5]",n,0.0,0.0,"the central area or commercial center of a town or city; ""the heart of Birmingham's downtown""",downtown
113170,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,a city in western California on San Francisco Bay opposite San Francisco; primarily and industrial urban center,oakland
113243,"[43, 2]","[30, 0, 1, 2, 12]",n,0.0,0.0,a city in central Florida; site of Walt Disney World,orlando
30487,"[0, 2]","[1, 0, 0, 1, 0]",n,0.0,0.0,"the act of taking possession of or power over something; ""his assumption of office coincided with the trouble in Cuba""; ""the Nazi assumption of power in 1934""; ""he acquired all the company's assets for ten million dollars and the assumption of the company's debts""",assumption
30488,"[0, 2]","[1, 0, 0, 1, 0]",n,0.0,0.0,"the act of assuming or taking for granted; ""your assumption that I would agree was unwarranted""",assumption
76693,"[0, 2]","[1, 0, 0, 1, 0]",n,0.25,0.5,"audacious (even arrogant) behavior that you have no right to; ""he despised them for their presumptuousness""",assumption
86493,"[0, 2]","[1, 0, 0, 1, 0]",n,0.0,0.25,"a hypothesis that is taken for granted; ""any society is built upon certain assumptions""",assumption
93221,"[0, 2]","[1, 0, 0, 1, 0]",n,0.0,0.0,"a statement that is assumed to be true and from which a conclusion can be drawn; ""on the assumption that he has been injured we can infer that he will not to play""",assumption
98819,"[0, 2]","[1, 0, 0, 1, 0]",n,0.0,0.0,(Christianity) the taking up of the body and soul of the Virgin Mary when her earthly life had ended,assumption
113733,"[3, 1]","[1, 0, 2, 1, 0]",n,0.0,0.0,a city in southwestern Pennsylvania where the confluence of the Allegheny River and Monongahela River forms the Ohio River; long an important urban industrial area; site of Carnegie Mellon University and the University of Pittsburgh,pittsburgh
119924,"[11, 0]","[6, 0, 0, 4, 1]",n,0.0,0.0,a woman who has recently been married,bride
119925,"[11, 0]","[6, 0, 0, 4, 1]",n,0.0,0.0,a woman participant in her own marriage ceremony,bride
31171,"[4, 1]","[1, 0, 2, 0, 2]",n,0.25,0.125,a prediction of the course of a disease,prospect
86863,"[4, 1]","[1, 0, 2, 0, 2]",n,0.0,0.0,"the visual percept of a region; ""the most desirable feature of the park are the beautiful views""",prospect
86959,"[4, 1]","[1, 0, 2, 0, 2]",n,0.0,0.0,belief about (or mental picture of) the future,prospect
120118,"[4, 1]","[1, 0, 2, 0, 2]",n,0.0,0.0,someone who is considered for something (for an office or prize or honor etc.),prospect
38756,"[93, 0]","[20, 3, 5, 31, 34]",n,0.0,0.0,"the act of marrying; the nuptial ceremony; ""their marriage was conducted in the chapel""",wedding
99749,"[93, 0]","[20, 3, 5, 31, 34]",n,0.0,0.0,the social event at which the ceremony of marriage is performed,wedding
107137,"[93, 0]","[20, 3, 5, 31, 34]",n,0.0,0.0,a party of people at a wedding,wedding
38548,"[28, 0]","[9, 4, 4, 2, 9]",n,0.0,0.0,the act of classifying and providing an index in order to make items easier to retrieve,index
83581,"[28, 0]","[9, 4, 4, 2, 9]",n,0.0,0.0,the finger next to the thumb,index
90875,"[28, 0]","[9, 4, 4, 2, 9]",n,0.0,0.0,an alphabetical listing of names and topics along with page numbers where they are discussed,index
92194,"[28, 0]","[9, 4, 4, 2, 9]",n,0.0,0.0,a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time,index
93800,"[28, 0]","[9, 4, 4, 2, 9]",n,0.0,0.0,a mathematical notation indicating the number of times a quantity is multiplied by itself,index
69681,"[30, 1]","[14, 1, 3, 3, 10]",n,0.0,0.0,a building where people go to eat,restaurant
37848,"[4, 0]","[1, 0, 0, 0, 3]",n,0.0,0.0,making leather from rawhide,tan
39869,"[4, 0]","[1, 0, 0, 0, 3]",n,0.0,0.0,beating with a whip or strap or rope as a form of punishment,tan
78098,"[4, 0]","[1, 0, 0, 0, 3]",n,0.0,0.0,a light brown the color of topaz,tan
57677,"[9, 1]","[3, 0, 0, 2, 5]",n,0.0,0.0,a woman's very brief bathing suit,bikini
111492,"[9, 1]","[3, 0, 0, 2, 5]",n,0.0,0.0,an atoll in the Marshall Islands; formerly used by the United States as a site for testing nuclear weapons,bikini
88682,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,the political orientation of those who favor revolutionary change in government and society,radicalism
31003,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,a return punch (especially by a boxer),counter
58438,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,a piece of furniture that stands at the side of a dining room; has shelves and drawers,counter
60462,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,table consisting of a horizontal surface over which business is transacted,counter
60464,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,a calculator that keeps a record of the number of times something happens,counter
60466,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,"a piece of leather forming the back of a shoe or boot; ""a counter may be used to stiffen the material around the heel and to give support to the foot""",counter
60467,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,"game equipment (as a piece of wood, plastic, or ivory) used for keeping a count or reserving a space in various card or board games",counter
60468,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,(computer science) a register whose contents go through a regular series of states (usually states indicating consecutive integers),counter
97366,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.125,"a quick reply to a question or remark (especially a witty or critical one); ""it brought a sharp rejoinder from the teacher""",counter
120900,"[4, 0]","[2, 0, 1, 0, 1]",n,0.0,0.0,a person who counts things,counter
33722,"[4, 0]","[0, 0, 0, 3, 1]",n,0.0,0.0,the sport of riding a surfboard toward the shore on the crest of a wave,surf
98696,"[4, 0]","[0, 0, 0, 3, 1]",n,0.0,0.0,waves breaking on the shore,surf
90045,"[4, 1]","[3, 0, 0, 1, 1]",n,0.0,0.0,a clause that is appended to a legislative bill,rider
57184,"[1, 0]","[0, 0, 0, 1, 0]",n,0.0,0.0,a rack to hold meat for cooking over hot charcoal usually out of doors,barbeque
100992,"[1, 0]","[0, 0, 0, 1, 0]",n,0.0,0.0,a cookout in which food is cooked over an open fire; especially a whole animal carcass roasted on a spit,barbeque
101753,"[1, 0]","[0, 0, 0, 1, 0]",n,0.25,0.0,meat that has been barbecued or grilled in a highly seasoned sauce,barbeque
29050,"[3, 3]","[6, 0, 0, 0, 0]",a,0.0,0.75,relating to or characterized by anti-Semitism; hating Jews,antisemitic
119927,"[5, 0]","[0, 0, 0, 3, 2]",n,0.0,0.0,an unmarried woman who attends the bride at a wedding,bridesmaid
64598,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,the frame or body of ship,hull
111681,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,a large fishing port in northeastern England,hull
7919,"[2, 0]","[0, 0, 0, 0, 2]",a,0.375,0.0,"producing a strong effect; ""gave an impressive performance as Othello""; ""a telling gesture""",impressive
12230,"[2, 0]","[0, 0, 0, 0, 2]",a,0.125,0.0,"making a strong or vivid impression; ""an impressive ceremony""",impressive
111430,"[0, 3]","[2, 0, 0, 0, 1]",n,0.0,0.0,the largest province of Canada; a French colony from 1663 to 1759 when it was lost to the British,quebec
111432,"[0, 3]","[2, 0, 0, 0, 1]",n,0.0,0.0,the French-speaking capital of the province of Quebec; situated on the Saint Lawrence River,quebec
7206,"[1, 0]","[0, 0, 0, 0, 1]",a,0.0,0.625,"causing awareness of your shortcomings; ""golf is a humbling game""",humble
15180,"[1, 0]","[0, 0, 0, 0, 1]",a,0.0,0.5,"of low birth or station (`base' is archaic in this sense); ""baseborn wretches with dirty faces""; ""of humble (or lowly) birth""",humble
17986,"[1, 0]","[0, 0, 0, 0, 1]",a,0.375,0.5,"marked by meekness or modesty; not arrogant or prideful; ""a humble apology""; ""essentially humble...and self-effacing, he achieved the highest formal honors and distinctions""- B.K.Malinowski",humble
17989,"[1, 0]","[0, 0, 0, 0, 1]",a,0.0,0.375,"subdued or brought low in condition or status; ""brought low""; ""a broken man""; ""his broken spirit""",humble
21551,"[1, 0]","[0, 0, 0, 0, 1]",a,0.0,0.375,used of unskilled work (especially domestic work),humble
22647,"[1, 0]","[0, 0, 0, 0, 1]",a,0.0,0.875,"low or inferior in station or quality; ""a humble cottage""; ""a lowly parish priest""; ""a modest man of the people""; ""small beginnings""",humble
44970,"[4, 0]","[4, 0, 0, 0, 0]",n,0.0,0.0,either of two amphibious reptiles related to crocodiles but with shorter broader snouts,alligator
30134,"[22, 0]","[6, 3, 4, 3, 6]",n,0.0,0.0,the act of regaining or saving something lost (or in danger of becoming lost),recovery
99443,"[22, 0]","[6, 3, 4, 3, 6]",n,0.0,0.0,"return to an original state; ""the recovery of the forest after the fire was surprisingly rapid""",recovery
57603,"[3, 1]","[2, 0, 0, 1, 1]",n,0.0,0.0,a limousine with a glass partition between the front and back seats,berlin
110980,"[3, 1]","[2, 0, 0, 1, 1]",n,0.0,0.0,capital of Germany located in eastern Germany,berlin
86961,"[19, 0]","[2, 1, 2, 3, 11]",n,0.0,0.0,belief about (or mental picture of) the future,expectation
87523,"[19, 0]","[2, 1, 2, 3, 11]",n,0.0,0.0,the sum of the values of a random variable divided by the number of values,expectation
100326,"[19, 0]","[2, 1, 2, 3, 11]",n,0.0,0.125,the feeling that something is about to happen,expectation
113407,"[4, 1]","[2, 0, 0, 1, 2]",n,0.0,0.0,a Mid-Atlantic state; one of the original 13 colonies,maryland
113409,"[4, 1]","[2, 0, 0, 1, 2]",n,0.0,0.0,one of the British colonies that formed the United States,maryland
65221,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,holder consisting of an arrangement of hooks on which keys or locks can be hung,keyboard
65222,"[1, 1]","[1, 0, 0, 1, 0]",n,0.0,0.0,device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like,keyboard
30598,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.5,"something done or paid in expiation of a wrong; ""how can I make amends""",reparation
32141,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,the act of putting something in working order again,reparation
68123,"[2, 0]","[1, 0, 0, 1, 0]",n,0.0,0.0,an optical instrument that provides a view of an otherwise obstructed field,periscope
75625,"[21, 0]","[0, 0, 4, 3, 14]",n,0.5,0.0,"the quality of being suitable; ""they had to prove their fitness for the position""",fitness
79851,"[21, 0]","[0, 0, 4, 3, 14]",n,0.5,0.25,the quality of being qualified,fitness
39173,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,the action of changing from colonial to independent status,decolonization
109965,"[1, 2]","[1, 0, 0, 1, 1]",n,0.0,0.0,(astronomy) the angular distance of a celestial body north or to the south of the celestial equator; expressed in degrees; used with right ascension to specify positions on the celestial sphere,dec
17761,"[3, 1]","[1, 0, 1, 0, 2]",a,0.25,0.0,"yielding material gain or profit; ""profitable speculation on the stock market""",profitable
71538,"[7, 0]","[1, 0, 0, 2, 4]",n,0.0,0.0,a high-performance four-wheel drive car built on a truck chassis,suv
111719,"[2, 0]","[1, 0, 0, 1, 0]",n,0.0,0.0,"a county in southeastern England on the English Channel; formerly an Anglo-Saxon kingdom, it was the first to be colonized by the Romans",kent
32716,"[13, 0]","[5, 2, 1, 1, 4]",n,0.0,0.0,"the act of moving smoothly along a surface while remaining in contact with it; ""his slide didn't stop until the bottom of the hill""; ""the children lined up for a coast down the snowy slope""",coast
86871,"[13, 0]","[5, 2, 1, 1, 4]",n,0.0,0.0,"the area within view; ""the coast is clear""",coast
114631,"[13, 0]","[5, 2, 1, 1, 4]",n,0.0,0.0,"a slope down which sleds may coast; ""when it snowed they made a coast on the golf course""",coast
116062,"[13, 0]","[5, 2, 1, 1, 4]",n,0.0,0.0,the shore of a sea or ocean,coast
5730,"[0, 1]","[1, 0, 0, 0, 0]",a,0.0,0.875,worried and uneasy,unsatisfied
19784,"[0, 1]","[1, 0, 0, 0, 0]",a,0.125,0.625,not having been satisfied,unsatisfied
17233,"[5, 0]","[0, 0, 0, 0, 5]",a,0.75,0.0,"greatly pleasing or entertaining; ""a delightful surprise""; ""the comedy was delightful""; ""a delicious joke""",delicious
23215,"[5, 0]","[0, 0, 0, 0, 5]",a,0.75,0.25,extremely pleasing to the sense of taste,delicious
102169,"[2, 0]","[0, 0, 1, 0, 1]",n,0.0,0.0,(Yiddish) glazed yeast-raised doughnut-shaped roll with hard crust,bagel
102192,"[3, 0]","[2, 0, 0, 0, 1]",n,0.0,0.0,two (or more) slices of bread with a filling between them,sandwich
78072,"[14, 0]","[2, 0, 2, 2, 8]",n,0.0,0.125,a light shade of red,pink
34631,"[3, 0]","[2, 0, 0, 1, 0]",n,0.0,0.0,disturbance usually in protest,excitement
40724,"[3, 0]","[2, 0, 0, 1, 0]",n,0.0,0.0,"something that agitates and arouses; ""he looked forward to the excitements of the day""",excitement
100512,"[3, 0]","[2, 0, 0, 1, 0]",n,0.5,0.5,"the feeling of lively and cheerful joy; ""he could hardly conceal his excitement when she agreed""",excitement
30718,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,"(baseball) a pitch thrown with maximum velocity; ""he swung late on the fastball""; ""he showed batters nothing but smoke""",heater
64220,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,device that heats water or supplies warmth to a room,heater
39243,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,giving money or food or clothing to a needy person,handout
93172,"[1, 0]","[1, 0, 0, 0, 0]",n,0.0,0.0,an announcement distributed to members of the press in order to supplement or replace an oral presentation,handout
124369,"[2, 0]","[0, 0, 0, 0, 2]",n,0.0,0.0,a law officer having duties similar to those of a sheriff in carrying out the judgments of a court of law,marshall
124371,"[2, 0]","[0, 0, 0, 0, 2]",n,0.375,0.0,(in some countries) a military officer of highest rank,marshall
121014,"[17, 3]","[9, 2, 3, 4, 2]",n,0.0,0.125,someone who frequently finds fault or makes harsh and unfair judgments,critic
121015,"[17, 3]","[9, 2, 3, 4, 2]",n,0.375,0.0,anyone who expresses a reasoned judgment of something,critic
121016,"[17, 3]","[9, 2, 3, 4, 2]",n,0.0,0.0,a person who is professionally engaged in the analysis and interpretation of works of art,critic
35534,"[0, 3]","[3, 0, 0, 0, 0]",n,0.5,0.0,"considerate and solicitous care; ""young children need lots of TLC""",tlc
60473,"[21, 0]","[4, 1, 2, 5, 9]",n,0.0,0.0,a duplicate copy,twin
110324,"[21, 0]","[4, 1, 2, 5, 9]",n,0.0,0.0,the third sign of the zodiac; the sun is in this sign from about May 21 to June 20,twin
116371,"[21, 0]","[4, 1, 2, 5, 9]",n,0.0,0.0,a waterfall in the Snake River in southern Idaho,twin
118753,"[21, 0]","[4, 1, 2, 5, 9]",n,0.0,0.0,(astrology) a person who is born while the sun is in Gemini,twin
112220,"[2, 0]","[0, 0, 0, 0, 2]",n,0.0,0.0,the 2nd largest city in the Netherlands; located in the western Netherlands near the North Sea,rotterdam
75300,"[25, 2]","[1, 2, 2, 3, 19]",n,0.5,0.0,the qualities that give pleasure to the senses,beauty
86796,"[25, 2]","[1, 2, 2, 3, 19]",n,0.5,0.0,"an outstanding example of its kind; ""his roses were beauties""; ""when I make a mistake it's a beaut""",beauty
113370,"[3, 0]","[0, 0, 0, 2, 1]",n,0.0,0.0,a state in east central United States; a border state during the American Civil War; famous for breeding race horses,ky
27450,"[4, 3]","[0, 2, 1, 4, 0]",a,0.0,0.0,"of or pertaining to or contained in or in accordance with the Bible; ""biblical names""; ""biblical Hebrew""",biblical
27451,"[4, 3]","[0, 2, 1, 4, 0]",a,0.125,0.0,"in keeping with the nature of the Bible or its times or people; ""biblical styles in writing""; ""a beard of biblical proportions""; ""biblical costumes""",biblical
64728,"[0, 2]","[0, 2, 0, 0, 0]",n,0.0,0.0,covering with a design in which one element covers a part of another (as with tiles or shingles),overlap
65470,"[0, 2]","[0, 2, 0, 0, 0]",n,0.0,0.0,"a flap that lies over another part; ""the lap of the shingles should be at least ten inches""",overlap
78887,"[0, 2]","[0, 2, 0, 0, 0]",n,0.0,0.0,the property of partial coincidence in time,overlap
85432,"[0, 2]","[0, 2, 0, 0, 0]",n,0.0,0.0,"a representation of common ground between theories or phenomena; ""there was no overlap between their proposals""",overlap
12087,"[9, 1]","[0, 0, 0, 0, 10]",a,0.375,0.5,"marked by or causing boisterous merriment or convulsive laughter; ""hilarious broad comedy""; ""a screaming farce""; ""uproarious stories""",hilarious
111391,"[0, 27]","[27, 0, 0, 0, 0]",n,0.0,0.0,the largest city in southern Alberta; an oil and gas center and a technology center for Alberta and most of western Canada,calgary
15034,"[2, 1]","[0, 0, 1, 0, 2]",a,0.0,0.25,"possessing or using or characteristic of or appropriate to supernatural powers; ""charming incantations""; ""magic signs that protect against adverse influence""; ""a magical spell""; ""'tis now the very witching time of night""- Shakespeare; ""wizard wands""; ""wizardly powers""",magical
112365,"[2, 0]","[2, 0, 0, 0, 0]",n,0.0,0.0,a strategically located island to the south of Sicily in the Mediterranean Sea,malta
112367,"[2, 0]","[2, 0, 0, 0, 0]",n,0.0,0.0,a republic on the island of Malta in the Mediterranean; achieved independence from the United Kingdom in 1964,malta
90993,"[5, 1]","[3, 0, 0, 0, 3]",n,0.0,0.0,a written proposal or reminder,memo
64530,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a hotel providing overnight lodging for travelers,inn
59501,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,furniture with drawers for keeping clothes,dresser
61660,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,a cabinet with shelves,dresser
61683,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,low table with mirror or mirrors where one sits while dressing or applying makeup,dresser
121588,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,a wardrobe assistant for an actor,dresser
121590,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,"a person who dresses in a particular way; ""she's an elegant dresser""; ""he's a meticulous dresser""",dresser
63962,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,a basket usually with a cover,hamper
70593,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),hamper
28355,"[0, 3]","[1, 0, 2, 0, 0]",a,0.0,0.0,"of or relating to or characteristic of Belgium or the Belgian people; ""the Belgian Queen""",belgian
12495,"[0, 1]","[1, 0, 0, 0, 0]",a,0.0,0.875,"not straightforward or candid; giving a false appearance of frankness; ""an ambitious, disingenuous, philistine, and hypocritical operator, who...exemplified...the most disagreeable traits of his time""- David Cannadine; ""a disingenuous excuse""",disingenuous
110725,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,a republic in Central America; achieved independence from Spain in 1821,nicaragua
119090,"[1, 0]","[0, 0, 0, 0, 1]",n,0.25,0.0,a friend or comrade,amigo
60232,"[2, 0]","[0, 0, 0, 0, 2]",n,0.0,0.0,small pieces or streamers of colored paper that are thrown around on festive occasions (as at a wedding),confetti
75855,"[2, 20]","[13, 2, 0, 1, 6]",n,0.0,0.5,the quality of being the same in quantity or measure or value or status,equality
31175,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,finding a solution to a problem,resolution
31399,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,"a decision to do something or to behave in a certain manner; ""he always wrote down his New Year's resolutions""",resolution
76912,"[5, 3]","[4, 0, 1, 1, 2]",n,0.5,0.0,"the trait of being resolute; ""his resoluteness carried him through the battle""; ""it was his unshakeable resolution to finish the work""",resolution
85599,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,analysis into clear-cut components,resolution
85650,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,"something settled or resolved; the outcome of decision making; ""they finally reached a settlement with the union""; ""they never did achieve a final resolution of their differences""; ""he needed to grieve before he could achieve a sense of closure""",resolution
91041,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,a formal expression by a meeting; agreed to by a vote,resolution
93144,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,"a statement that solves a problem or explains how to solve the problem; ""they were trying to find a peaceful solution""; ""the answers were in the back of the book""; ""he computed the result to four decimal places""",resolution
95820,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.0,(music) a dissonant chord is followed by a consonant chord,resolution
99447,"[5, 3]","[4, 0, 1, 1, 2]",n,0.0,0.75,the subsidence of swelling or other signs of inflammation (especially in a lung),resolution
14692,"[2, 2]","[2, 0, 0, 0, 2]",a,0.125,0.125,"(used of opinions and actions) far beyond the norm; ""extremist political views""; ""radical opinions on education""; ""an ultra conservative""",ultra
31072,"[13, 1]","[1, 0, 0, 4, 9]",n,0.0,0.25,"the act of examining resemblances; ""they made a comparison of noise levels""; ""the fractions selected for comparison must require pupils to consider both numerator and denominator""",comparison
75844,"[13, 1]","[1, 0, 0, 4, 9]",n,0.5,0.25,"qualities that are comparable; ""no comparison between the two books""; ""beyond compare""",comparison
57509,"[3, 0]","[0, 0, 1, 1, 1]",n,0.0,0.0,a room used primarily for sleeping,bedroom
106825,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,"people living near one another; ""it is a friendly neighborhood""; ""my neighborhood voted for Bush""",neighbourhood
110006,"[1, 0]","[0, 0, 0, 0, 1]",n,0.0,0.0,"a surrounding or nearby region; ""the plane crashed in the vicinity of Asheville""; ""it is a rugged locality""; ""he always blames someone else in the immediate neighborhood""; ""I will drop in on you the next time I am in this neck of the woods""",neighbourhood
96960,"[2, 1]","[2, 0, 1, 0, 0]",n,0.125,0.0,a trite or obvious remark,cliche
114245,"[1, 0]","[0, 0, 1, 0, 0]",n,0.0,0.0,a constellation in the northern hemisphere between Cassiopeia and Pegasus; contains the Andromeda galaxy,andromeda
116623,"[1, 0]","[0, 0, 1, 0, 0]",n,0.0,0.0,"(Greek mythology) an Ethiopian princess and daughter of Cassiopeia; she was fastened to a rock and exposed to a sea monster that was sent by Poseidon, but she was rescued by Perseus and became his wife",andromeda
45876,"[1, 10]","[8, 0, 1, 0, 2]",n,0.0,0.0,young bird especially of domestic fowl,chick
121128,"[1, 10]","[8, 0, 1, 0, 2]",n,0.0,0.0,informal terms for a (young) woman,chick
80108,"[0, 1]","[0, 0, 1, 0, 0]",n,0.0,0.0,"a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment; ""American women got the vote in 1920""",suffrage
57419,"[2, 0]","[1, 0, 0, 1, 0]",n,0.0,0.0,a small pellet fired from an air rifle or BB gun,bb
58470,"[2, 0]","[1, 0, 0, 1, 0]",n,0.0,0.0,a computer that is running software that allows users to leave messages and access information of general interest,bb
30691,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,a violent throw,cast
31250,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,the choice of actors to play particular roles in a play or movie,cast
33805,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,the act of throwing a fishing line out over the water by means of a rod and reel,cast
33806,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,the act of throwing a fishing line out over the water by means of a rod and reel,cast
37710,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,the act of creating something by casting it in a mold,cast
40584,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,the act of throwing dice,cast
59137,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,object formed by a mold,cast
59138,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,object formed by a mold,cast
59141,"[39, 0]","[6, 0, 4, 20, 9]",n,0.0,0.0,bandage consisting of a firm covering (often made of plaster of Paris) that immobilizes broken bones while they heal,cast
